Host Star Name,Planetary Name,Planets in host system,Constellation
Kepler-444,Kepler-444 e,5,Lyra
Kepler-444,Kepler-444 f,5,Lyra
Kepler-445,Kepler-445 b,3,
Kepler-445,Kepler-445 c,3,
Kepler-445,Kepler-445 d,3,
Kepler-446,Kepler-446 b,3,
Kepler-446,Kepler-446 c,3,
Kepler-446,Kepler-446 d,3,
Kepler-447,Kepler-447 b,1,
Kepler-449,Kepler-449 b,2,
Kepler-449,Kepler-449 c,2,
Kepler-45,Kepler-45 b,1,
Kepler-450,Kepler-450 b,3,
Kepler-450,Kepler-450 c,3,
Kepler-450,Kepler-450 d,3,
Kepler-452,Kepler-452 b,1,
Kepler-453,Kepler-453 b,1,
Kepler-454,Kepler-454 b,2,
Kepler-454,Kepler-454 c,2,
Kepler-46,Kepler-46 b,3,
Kepler-46,Kepler-46 c,3,
Kepler-46,Kepler-46 d,3,
Kepler-461,Kepler-461 b,1,
Kepler-462,Kepler-462 b,1,
Kepler-463,Kepler-463 b,1,
Kepler-464,Kepler-464 b,1,
Kepler-465,Kepler-465 b,1,
Kepler-466,Kepler-466 b,2,
Kepler-466,Kepler-466 c,2,
Kepler-467,Kepler-467 b,1,
Kepler-468,Kepler-468 b,1,
Kepler-47,Kepler-47 b,3,
Kepler-47,Kepler-47 c,3,
Kepler-47,Kepler-47 d,3,
Kepler-470,Kepler-470 b,1,
Kepler-471,Kepler-471 b,1,
Kepler-472,Kepler-472 b,1,
Kepler-473,Kepler-473 b,1,
Kepler-474,Kepler-474 b,1,
Kepler-475,Kepler-475 b,1,
Kepler-476,Kepler-476 b,1,
Kepler-477,Kepler-477 b,1,
Kepler-478,Kepler-478 b,1,
Kepler-479,Kepler-479 b,1,
Kepler-48,Kepler-48 b,4,Cygnus
Kepler-48,Kepler-48 c,4,Cygnus
Kepler-48,Kepler-48 d,4,Cygnus
Kepler-48,Kepler-48 e,4,Cygnus
Kepler-480,Kepler-480 b,1,
Kepler-481,Kepler-481 b,1,
Kepler-482,Kepler-482 b,1,
Kepler-483,Kepler-483 b,1,
Kepler-484,Kepler-484 b,1,
Kepler-485,Kepler-485 b,1,
Kepler-486,Kepler-486 b,1,
Kepler-487,Kepler-487 b,2,
Kepler-487,Kepler-487 c,2,
Kepler-488,Kepler-488 b,1,
Kepler-489,Kepler-489 b,1,
Kepler-49,Kepler-49 b,4,Cygnus
Kepler-49,Kepler-49 c,4,Cygnus
Kepler-49,Kepler-49 d,4,Cygnus
Kepler-49,Kepler-49 e,4,Cygnus
Kepler-490,Kepler-490 b,1,
Kepler-491,Kepler-491 b,1,
Kepler-492,Kepler-492 b,1,
Kepler-493,Kepler-493 b,1,
Kepler-494,Kepler-494 b,1,
Kepler-495,Kepler-495 b,1,
Kepler-496,Kepler-496 b,1,
Kepler-497,Kepler-497 b,1,
Kepler-498,Kepler-498 b,1,
Kepler-499,Kepler-499 b,1,
Kepler-5,Kepler-5 b,1,
Kepler-50,Kepler-50 b,2,
Kepler-50,Kepler-50 c,2,
Kepler-500,Kepler-500 b,1,
Kepler-501,Kepler-501 b,1,
Kepler-502,Kepler-502 b,1,
Kepler-504,Kepler-504 b,1,
Kepler-505,Kepler-505 b,1,
Kepler-506,Kepler-506 b,1,
Kepler-507,Kepler-507 b,1,
Kepler-508,Kepler-508 b,1,
Kepler-509,Kepler-509 b,1,
Kepler-51,Kepler-51 b,3,
Kepler-51,Kepler-51 c,3,
Kepler-51,Kepler-51 d,3,
Kepler-510,Kepler-510 b,1,
Kepler-511,Kepler-511 b,1,
Kepler-512,Kepler-512 b,1,
Kepler-513,Kepler-513 b,1,
Kepler-514,Kepler-514 b,1,
Kepler-515,Kepler-515 b,1,
Kepler-516,Kepler-516 b,1,
Kepler-517,Kepler-517 b,1,
Kepler-518,Kepler-518 b,1,
Kepler-519,Kepler-519 b,1,
Kepler-52,Kepler-52 b,3,
Kepler-52,Kepler-52 c,3,
Kepler-52,Kepler-52 d,3,
Kepler-520,Kepler-520 b,2,
Kepler-520,Kepler-520 c,2,
Kepler-521,Kepler-521 b,1,
Kepler-522,Kepler-522 b,1,
Kepler-523,Kepler-523 b,1,
Kepler-524,Kepler-524 b,2,
Kepler-524,Kepler-524 c,2,
Kepler-525,Kepler-525 b,1,
Kepler-526,Kepler-526 b,1,
Kepler-527,Kepler-527 b,1,
Kepler-528,Kepler-528 b,1,
Kepler-529,Kepler-529 b,2,
Kepler-529,Kepler-529 c,2,
Kepler-53,Kepler-53 b,3,
Kepler-53,Kepler-53 c,3,
Kepler-53,Kepler-53 d,3,
Kepler-530,Kepler-530 b,1,
Kepler-531,Kepler-531 b,1,
Kepler-532,Kepler-532 b,1,
Kepler-533,Kepler-533 b,1,
Kepler-534,Kepler-534 b,1,
Kepler-535,Kepler-535 b,1,
Kepler-536,Kepler-536 b,1,
Kepler-537,Kepler-537 b,1,
Kepler-538,Kepler-538 b,1,
Kepler-539,Kepler-539 b,2,
Kepler-539,Kepler-539 c,2,
Kepler-54,Kepler-54 b,3,
Kepler-54,Kepler-54 c,3,
Kepler-54,Kepler-54 d,3,
Kepler-540,Kepler-540 b,1,
Kepler-541,Kepler-541 b,1,
Kepler-542,Kepler-542 b,1,
Kepler-543,Kepler-543 b,1,
Kepler-544,Kepler-544 b,1,
Kepler-545,Kepler-545 b,1,
Kepler-546,Kepler-546 b,1,
Kepler-547,Kepler-547 b,1,
Kepler-548,Kepler-548 b,1,
Kepler-549,Kepler-549 b,2,
Kepler-549,Kepler-549 c,2,
Kepler-55,Kepler-55 b,5,Lyra
Kepler-55,Kepler-55 c,5,Lyra
Kepler-55,Kepler-55 d,5,Lyra
Kepler-55,Kepler-55 e,5,Lyra
Kepler-55,Kepler-55 f,5,Lyra
Kepler-550,Kepler-550 b,1,
Kepler-551,Kepler-551 b,1,
Kepler-552,Kepler-552 b,1,
Kepler-553,Kepler-553 b,2,
Kepler-553,Kepler-553 c,2,
Kepler-554,Kepler-554 b,1,
Kepler-555,Kepler-555 b,1,
Kepler-556,Kepler-556 b,1,
Kepler-557,Kepler-557 b,1,
Kepler-558,Kepler-558 b,1,
Kepler-559,Kepler-559 b,1,
Kepler-56,Kepler-56 b,3,
Kepler-56,Kepler-56 c,3,
Kepler-56,Kepler-56 d,3,
Kepler-560,Kepler-560 b,1,
Kepler-561,Kepler-561 b,2,
Kepler-561,Kepler-561 c,2,
Kepler-562,Kepler-562 b,1,
Kepler-563,Kepler-563 b,1,
Kepler-564,Kepler-564 b,1,
Kepler-565,Kepler-565 b,1,
Kepler-566,Kepler-566 b,1,
Kepler-567,Kepler-567 b,1,
Kepler-568,Kepler-568 b,1,
Kepler-569,Kepler-569 b,1,
Kepler-57,Kepler-57 b,2,
Kepler-57,Kepler-57 c,2,
Kepler-570,Kepler-570 b,1,
Kepler-571,Kepler-571 b,1,
Kepler-572,Kepler-572 b,1,
Kepler-573,Kepler-573 b,1,
Kepler-574,Kepler-574 b,1,
Kepler-575,Kepler-575 b,1,
Kepler-576,Kepler-576 b,1,
Kepler-577,Kepler-577 b,1,
Kepler-578,Kepler-578 b,1,
Kepler-579,Kepler-579 b,1,
Kepler-58,Kepler-58 b,3,
Kepler-58,Kepler-58 c,3,
Kepler-58,Kepler-58 d,3,
Kepler-580,Kepler-580 b,1,
Kepler-581,Kepler-581 b,1,
Kepler-582,Kepler-582 b,1,
Kepler-583,Kepler-583 b,1,
Kepler-584,Kepler-584 b,1,
Kepler-585,Kepler-585 b,1,
Kepler-586,Kepler-586 b,1,
Kepler-587,Kepler-587 b,1,
Kepler-588,Kepler-588 b,1,
Kepler-589,Kepler-589 b,1,
Kepler-59,Kepler-59 b,2,
Kepler-59,Kepler-59 c,2,
Kepler-590,Kepler-590 b,1,
Kepler-591,Kepler-591 b,1,
Kepler-592,Kepler-592 b,1,
Kepler-593,Kepler-593 b,1,
Kepler-594,Kepler-594 b,1,
Kepler-595,Kepler-595 b,1,
Kepler-596,Kepler-596 b,1,
Kepler-597,Kepler-597 b,1,
Kepler-598,Kepler-598 b,1,
Kepler-599,Kepler-599 b,1,
Kepler-6,Kepler-6 b,1,
Kepler-60,Kepler-60 b,3,
Kepler-60,Kepler-60 c,3,
Kepler-60,Kepler-60 d,3,
Kepler-600,Kepler-600 b,1,
Kepler-601,Kepler-601 b,1,
Kepler-602,Kepler-602 b,1,
Kepler-603,Kepler-603 b,3,
Kepler-603,Kepler-603 c,3,
Kepler-603,Kepler-603 d,3,
Kepler-604,Kepler-604 b,1,
Kepler-605,Kepler-605 b,2,
Kepler-605,Kepler-605 c,2,
Kepler-606,Kepler-606 b,1,
Kepler-607,Kepler-607 b,1,
Kepler-608,Kepler-608 b,1,
Kepler-609,Kepler-609 b,1,
Kepler-61,Kepler-61 b,1,
Kepler-610,Kepler-610 b,2,
Kepler-610,Kepler-610 c,2,
Kepler-611,Kepler-611 b,1,
Kepler-612,Kepler-612 b,1,
Kepler-613,Kepler-613 b,1,
Kepler-614,Kepler-614 b,1,
Kepler-615,Kepler-615 b,1,
Kepler-616,Kepler-616 b,2,
Kepler-616,Kepler-616 c,2,
Kepler-617,Kepler-617 b,1,
Kepler-618,Kepler-618 b,1,
Kepler-619,Kepler-619 b,2,
Kepler-619,Kepler-619 c,2,
Kepler-62,Kepler-62 b,5,Lyra
Kepler-62,Kepler-62 c,5,Lyra
Kepler-62,Kepler-62 d,5,Lyra
Kepler-62,Kepler-62 e,5,Lyra
Kepler-62,Kepler-62 f,5,Lyra
Kepler-620,Kepler-620 b,1,
Kepler-621,Kepler-621 b,1,
Kepler-622,Kepler-622 b,1,
Kepler-623,Kepler-623 b,1,
Kepler-624,Kepler-624 b,1,
Kepler-625,Kepler-625 b,2,
Kepler-625,Kepler-625 c,2,
Kepler-626,Kepler-626 b,1,
Kepler-627,Kepler-627 b,1,
Kepler-628,Kepler-628 b,1,
Kepler-629,Kepler-629 b,1,
Kepler-63,Kepler-63 b,1,
Kepler-630,Kepler-630 b,1,
Kepler-631,Kepler-631 b,1,
Kepler-632,Kepler-632 b,1,
Kepler-633,Kepler-633 b,1,
Kepler-634,Kepler-634 b,1,
Kepler-635,Kepler-635 b,1,
Kepler-636,Kepler-636 b,1,
Kepler-637,Kepler-637 b,1,
Kepler-638,Kepler-638 b,1,
Kepler-639,Kepler-639 b,1,
Kepler-640,Kepler-640 b,1,
Kepler-641,Kepler-641 b,1,
Kepler-642,Kepler-642 b,1,
Kepler-643,Kepler-643 b,1,
Kepler-644,Kepler-644 b,1,
Kepler-645,Kepler-645 b,1,
Kepler-646,Kepler-646 b,1,
Kepler-647,Kepler-647 b,1,
Kepler-648,Kepler-648 b,1,
Kepler-649,Kepler-649 b,1,
Kepler-65,Kepler-65 b,4,
Kepler-65,Kepler-65 c,4,
Kepler-65,Kepler-65 d,4,
Kepler-65,Kepler-65 e,4,
Kepler-650,Kepler-650 b,1,
Kepler-651,Kepler-651 b,1,
Kepler-652,Kepler-652 b,1,
Kepler-653,Kepler-653 b,2,
Kepler-653,Kepler-653 c,2,
Kepler-654,Kepler-654 b,1,
Kepler-655,Kepler-655 b,1,
Kepler-656,Kepler-656 b,1,
Kepler-657,Kepler-657 b,1,
Kepler-658,Kepler-658 b,1,
Kepler-659,Kepler-659 b,1,
Kepler-66,Kepler-66 b,1,
Kepler-660,Kepler-660 b,1,
Kepler-661,Kepler-661 b,1,
Kepler-662,Kepler-662 b,1,
Kepler-663,Kepler-663 b,1,
Kepler-664,Kepler-664 b,1,
Kepler-665,Kepler-665 b,1,
Kepler-666,Kepler-666 b,1,
Kepler-667,Kepler-667 b,1,
Kepler-668,Kepler-668 b,1,
Kepler-669,Kepler-669 b,1,
Kepler-67,Kepler-67 b,1,
Kepler-670,Kepler-670 b,1,
Kepler-671,Kepler-671 b,1,
Kepler-672,Kepler-672 b,1,
Kepler-673,Kepler-673 b,1,
Kepler-674,Kepler-674 b,1,
Kepler-675,Kepler-675 b,1,
Kepler-676,Kepler-676 b,1,
Kepler-677,Kepler-677 b,1,
Kepler-678,Kepler-678 b,1,
Kepler-679,Kepler-679 b,1,
Kepler-68,Kepler-68 b,3,
Kepler-68,Kepler-68 c,3,
Kepler-68,Kepler-68 d,3,
Kepler-680,Kepler-680 b,1,
Kepler-681,Kepler-681 b,1,
Kepler-682,Kepler-682 b,1,
Kepler-683,Kepler-683 b,1,
Kepler-684,Kepler-684 b,1,
Kepler-685,Kepler-685 b,1,
Kepler-686,Kepler-686 b,1,
Kepler-687,Kepler-687 b,1,
Kepler-688,Kepler-688 b,1,
Kepler-689,Kepler-689 b,1,
Kepler-69,Kepler-69 b,2,
Kepler-69,Kepler-69 c,2,
Kepler-690,Kepler-690 b,1,
Kepler-691,Kepler-691 b,1,
Kepler-692,Kepler-692 b,1,
Kepler-693,Kepler-693 b,1,
Kepler-694,Kepler-694 b,1,
Kepler-695,Kepler-695 b,1,
Kepler-696,Kepler-696 b,1,
Kepler-697,Kepler-697 b,1,
Kepler-698,Kepler-698 b,1,
Kepler-699,Kepler-699 b,1,
Kepler-7,Kepler-7 b,1,
Kepler-700,Kepler-700 b,1,
Kepler-701,Kepler-701 b,1,
Kepler-702,Kepler-702 b,1,
Kepler-703,Kepler-703 b,1,
Kepler-704,Kepler-704 b,1,
Kepler-705,Kepler-705 b,1,
Kepler-706,Kepler-706 b,1,
Kepler-707,Kepler-707 b,1,
Kepler-708,Kepler-708 b,1,
Kepler-709,Kepler-709 b,1,
Kepler-710,Kepler-710 b,1,
Kepler-711,Kepler-711 b,1,
Kepler-712,Kepler-712 b,2,
Kepler-712,Kepler-712 c,2,
Kepler-713,Kepler-713 b,1,
Kepler-714,Kepler-714 b,1,
Kepler-715,Kepler-715 b,1,
Kepler-716,Kepler-716 b,1,
Kepler-717,Kepler-717 b,1,
Kepler-718,Kepler-718 b,1,
Kepler-719,Kepler-719 b,1,
Kepler-720,Kepler-720 b,1,
Kepler-721,Kepler-721 b,1,
Kepler-722,Kepler-722 b,2,
Kepler-722,Kepler-722 c,2,
Kepler-723,Kepler-723 b,1,
Kepler-724,Kepler-724 b,1,
Kepler-725,Kepler-725 b,1,
Kepler-726,Kepler-726 b,1,
Kepler-727,Kepler-727 b,1,
Kepler-728,Kepler-728 b,1,
Kepler-729,Kepler-729 b,1,
Kepler-730,Kepler-730 b,2,
Kepler-730,Kepler-730 c,2,
Kepler-731,Kepler-731 b,1,
Kepler-732,Kepler-732 b,2,
Kepler-732,Kepler-732 c,2,
Kepler-733,Kepler-733 b,1,
Kepler-734,Kepler-734 b,1,
Kepler-735,Kepler-735 b,1,
Kepler-736,Kepler-736 b,1,
Kepler-737,Kepler-737 b,1,
Kepler-738,Kepler-738 b,1,
Kepler-739,Kepler-739 b,1,
Kepler-74,Kepler-74 b,1,
Kepler-740,Kepler-740 b,1,
Kepler-741,Kepler-741 b,1,
Kepler-742,Kepler-742 b,1,
Kepler-743,Kepler-743 b,1,
Kepler-744,Kepler-744 b,1,
Kepler-745,Kepler-745 b,1,
Kepler-746,Kepler-746 b,1,
Kepler-747,Kepler-747 b,1,
Kepler-748,Kepler-748 b,1,
Kepler-749,Kepler-749 b,1,
Kepler-75,Kepler-75 b,1,
Kepler-750,Kepler-750 b,2,
Kepler-750,Kepler-750 c,2,
Kepler-751,Kepler-751 b,1,
Kepler-752,Kepler-752 b,1,
Kepler-753,Kepler-753 b,1,
Kepler-754,Kepler-754 b,1,
Kepler-755,Kepler-755 b,2,
Kepler-755,Kepler-755 c,2,
Kepler-756,Kepler-756 b,1,
Kepler-757,Kepler-757 b,1,
Kepler-758,Kepler-758 b,4,
Kepler-758,Kepler-758 c,4,
Kepler-758,Kepler-758 d,4,
Kepler-758,Kepler-758 e,4,
Kepler-759,Kepler-759 b,1,
Kepler-76,Kepler-76 b,1,
Kepler-760,Kepler-760 b,2,
Kepler-760,Kepler-760 c,2,
Kepler-761,Kepler-761 b,1,
Kepler-762,Kepler-762 b,1,
Kepler-763,Kepler-763 b,1,
Kepler-764,Kepler-764 b,1,
Kepler-765,Kepler-765 b,1,
Kepler-766,Kepler-766 b,1,
Kepler-767,Kepler-767 b,1,
Kepler-768,Kepler-768 b,1,
Kepler-769,Kepler-769 b,2,
Kepler-769,Kepler-769 c,2,
Kepler-77,Kepler-77 b,1,
Kepler-770,Kepler-770 b,3,
Kepler-770,Kepler-770 c,3,
Kepler-770,Kepler-770 d,3,
Kepler-771,Kepler-771 b,1,
Kepler-772,Kepler-772 b,1,
Kepler-773,Kepler-773 b,1,
Kepler-774,Kepler-774 b,1,
Kepler-775,Kepler-775 b,1,
Kepler-776,Kepler-776 b,1,
Kepler-777,Kepler-777 b,1,
Kepler-778,Kepler-778 b,1,
Kepler-779,Kepler-779 b,1,
Kepler-78,Kepler-78 b,1,
Kepler-780,Kepler-780 b,1,
Kepler-781,Kepler-781 b,1,
Kepler-782,Kepler-782 b,1,
Kepler-783,Kepler-783 b,1,
Kepler-784,Kepler-784 b,1,
Kepler-785,Kepler-785 b,1,
Kepler-786,Kepler-786 b,1,
Kepler-787,Kepler-787 b,1,
Kepler-788,Kepler-788 b,1,
Kepler-789,Kepler-789 b,1,
Kepler-79,Kepler-79 b,4,
Kepler-79,Kepler-79 c,4,
Kepler-79,Kepler-79 d,4,
Kepler-79,Kepler-79 e,4,
Kepler-790,Kepler-790 b,1,
Kepler-791,Kepler-791 b,1,
Kepler-792,Kepler-792 b,1,
Kepler-793,Kepler-793 b,1,
Kepler-794,Kepler-794 b,1,
Kepler-795,Kepler-795 b,1,
Kepler-796,Kepler-796 b,1,
Kepler-797,Kepler-797 b,1,
Kepler-798,Kepler-798 b,1,
Kepler-799,Kepler-799 b,1,
Kepler-8,Kepler-8 b,1,
Kepler-80,Kepler-80 b,6, Cygnus
Kepler-80,Kepler-80 c,6, Cygnus
Kepler-80,Kepler-80 d,6, Cygnus
Kepler-80,Kepler-80 e,6, Cygnus
Kepler-80,Kepler-80 f,6, Cygnus
Kepler-80,Kepler-80 g,6, Cygnus
Kepler-800,Kepler-800 b,1,
Kepler-801,Kepler-801 b,1,
Kepler-802,Kepler-802 b,1,
Kepler-803,Kepler-803 b,1,
Kepler-804,Kepler-804 b,2,
Kepler-804,Kepler-804 c,2,
Kepler-805,Kepler-805 b,1,
Kepler-806,Kepler-806 b,1,
Kepler-807,Kepler-807 b,1,
Kepler-808,Kepler-808 b,1,
Kepler-809,Kepler-809 b,1,
Kepler-81,Kepler-81 b,3,
Kepler-81,Kepler-81 c,3,
Kepler-81,Kepler-81 d,3,
Kepler-810,Kepler-810 b,1,
Kepler-811,Kepler-811 b,1,
Kepler-812,Kepler-812 b,1,
Kepler-813,Kepler-813 b,1,
Kepler-814,Kepler-814 b,1,
Kepler-815,Kepler-815 b,1,
Kepler-816,Kepler-816 b,1,
Kepler-817,Kepler-817 b,1,
Kepler-818,Kepler-818 b,1,
Kepler-819,Kepler-819 b,1,
Kepler-82,Kepler-82 b,5, Cygnus
Kepler-82,Kepler-82 c,5, Cygnus
Kepler-82,Kepler-82 d,5, Cygnus
Kepler-82,Kepler-82 e,5, Cygnus
Kepler-82,Kepler-82 f,5, Cygnus
Kepler-820,Kepler-820 b,1,
Kepler-821,Kepler-821 b,1,
Kepler-822,Kepler-822 b,1,
Kepler-823,Kepler-823 b,1,
Kepler-824,Kepler-824 b,1,
Kepler-825,Kepler-825 b,2,
Kepler-825,Kepler-825 c,2,
Kepler-826,Kepler-826 b,1,
Kepler-827,Kepler-827 b,1,
Kepler-828,Kepler-828 b,1,
Kepler-829,Kepler-829 b,1,
Kepler-83,Kepler-83 b,3,
Kepler-83,Kepler-83 c,3,
Kepler-83,Kepler-83 d,3,
Kepler-830,Kepler-830 b,1,
Kepler-831,Kepler-831 b,1,
Kepler-832,Kepler-832 b,1,
Kepler-833,Kepler-833 b,1,
Kepler-834,Kepler-834 b,1,
Kepler-835,Kepler-835 b,1,
Kepler-836,Kepler-836 b,1,
Kepler-837,Kepler-837 b,1,
Kepler-838,Kepler-838 b,1,
Kepler-839,Kepler-839 b,1,
Kepler-84,Kepler-84 b,5,Cygnus
Kepler-84,Kepler-84 c,5,Cygnus
Kepler-84,Kepler-84 d,5,Cygnus
Kepler-84,Kepler-84 e,5,Cygnus
Kepler-84,Kepler-84 f,5,Cygnus
Kepler-840,Kepler-840 b,1,
Kepler-841,Kepler-841 b,1,
Kepler-842,Kepler-842 b,1,
Kepler-843,Kepler-843 b,1,
Kepler-844,Kepler-844 b,1,
Kepler-845,Kepler-845 b,1,
Kepler-846,Kepler-846 b,1,
Kepler-847,Kepler-847 b,1,
Kepler-848,Kepler-848 b,1,
Kepler-849,Kepler-849 b,1,
Kepler-85,Kepler-85 b,4,
Kepler-85,Kepler-85 c,4,
Kepler-85,Kepler-85 d,4,
Kepler-85,Kepler-85 e,4,
Kepler-850,Kepler-850 b,1,
Kepler-851,Kepler-851 b,1,
Kepler-852,Kepler-852 b,1,
Kepler-853,Kepler-853 b,1,
Kepler-854,Kepler-854 b,1,
Kepler-855,Kepler-855 b,1,
Kepler-856,Kepler-856 b,1,
Kepler-857,Kepler-857 b,1,
Kepler-858,Kepler-858 b,1,
Kepler-859,Kepler-859 b,1,
Kepler-860,Kepler-860 b,1,
Kepler-861,Kepler-861 b,1,
Kepler-862,Kepler-862 b,1,
Kepler-863,Kepler-863 b,1,
Kepler-864,Kepler-864 b,1,
Kepler-865,Kepler-865 b,1,
Kepler-866,Kepler-866 b,1,
Kepler-867,Kepler-867 b,1,
Kepler-868,Kepler-868 b,1,
Kepler-869,Kepler-869 b,1,
Kepler-87,Kepler-87 b,2,
Kepler-87,Kepler-87 c,2,
Kepler-870,Kepler-870 b,1,
Kepler-871,Kepler-871 b,1,
Kepler-872,Kepler-872 b,1,
Kepler-873,Kepler-873 b,1,
Kepler-874,Kepler-874 b,1,
Kepler-875,Kepler-875 b,1,
Kepler-876,Kepler-876 b,1,
Kepler-877,Kepler-877 b,1,
Kepler-878,Kepler-878 b,1,
Kepler-879,Kepler-879 b,1,
Kepler-880,Kepler-880 b,1,
Kepler-881,Kepler-881 b,1,
Kepler-882,Kepler-882 b,1,
Kepler-883,Kepler-883 b,1,
Kepler-884,Kepler-884 b,1,
Kepler-885,Kepler-885 b,1,
Kepler-886,Kepler-886 b,1,
Kepler-887,Kepler-887 b,2,
Kepler-887,Kepler-887 c,2,
Kepler-888,Kepler-888 b,1,
Kepler-889,Kepler-889 b,1,
Kepler-890,Kepler-890 b,1,
Kepler-891,Kepler-891 b,1,
Kepler-892,Kepler-892 b,1,
Kepler-893,Kepler-893 b,1,
Kepler-894,Kepler-894 b,1,
Kepler-895,Kepler-895 b,1,
Kepler-896,Kepler-896 b,1,
Kepler-897,Kepler-897 b,1,
Kepler-898,Kepler-898 b,1,
Kepler-899,Kepler-899 b,1,
Kepler-9,Kepler-9 b,3,
Kepler-9,Kepler-9 c,3,
Kepler-9,Kepler-9 d,3,
Kepler-900,Kepler-900 b,1,
Kepler-901,Kepler-901 b,1,
Kepler-902,Kepler-902 b,1,
Kepler-903,Kepler-903 b,2,
Kepler-903,Kepler-903 c,2,
Kepler-904,Kepler-904 b,1,
Kepler-905,Kepler-905 b,1,
Kepler-906,Kepler-906 b,1,
Kepler-907,Kepler-907 b,1,
Kepler-908,Kepler-908 b,1,
Kepler-909,Kepler-909 b,1,
Kepler-91,Kepler-91 b,1,
Kepler-910,Kepler-910 b,1,
Kepler-911,Kepler-911 b,1,
Kepler-912,Kepler-912 b,1,
Kepler-913,Kepler-913 b,1,
Kepler-914,Kepler-914 b,1,
Kepler-915,Kepler-915 b,1,
Kepler-916,Kepler-916 b,1,
Kepler-917,Kepler-917 b,1,
Kepler-918,Kepler-918 b,1,
Kepler-919,Kepler-919 b,1,
Kepler-92,Kepler-92 b,3,
Kepler-92,Kepler-92 c,3,
Kepler-92,Kepler-92 d,3,
Kepler-920,Kepler-920 b,2,
Kepler-920,Kepler-920 c,2,
Kepler-921,Kepler-921 b,1,
Kepler-922,Kepler-922 b,1,
Kepler-923,Kepler-923 b,1,
Kepler-924,Kepler-924 b,1,
Kepler-925,Kepler-925 b,1,
Kepler-926,Kepler-926 b,1,
Kepler-927,Kepler-927 b,1,
Kepler-928,Kepler-928 b,1,
Kepler-929,Kepler-929 b,1,
Kepler-93,Kepler-93 b,2,
Kepler-93,Kepler-93 c,2,
Kepler-930,Kepler-930 b,1,
Kepler-931,Kepler-931 b,1,
Kepler-932,Kepler-932 b,1,
Kepler-933,Kepler-933 b,1,
Kepler-934,Kepler-934 b,1,
Kepler-935,Kepler-935 b,1,
Kepler-936,Kepler-936 b,1,
Kepler-937,Kepler-937 b,2,
Kepler-937,Kepler-937 c,2,
Kepler-938,Kepler-938 b,1,
Kepler-939,Kepler-939 b,1,
Kepler-94,Kepler-94 b,2,
Kepler-94,Kepler-94 c,2,
Kepler-940,Kepler-940 b,1,
Kepler-941,Kepler-941 b,1,
Kepler-942,Kepler-942 b,1,
Kepler-943,Kepler-943 b,1,
Kepler-944,Kepler-944 b,1,
Kepler-945,Kepler-945 b,1,
Kepler-946,Kepler-946 b,1,
Kepler-947,Kepler-947 b,1,
Kepler-948,Kepler-948 b,1,
Kepler-949,Kepler-949 b,1,
Kepler-95,Kepler-95 b,1,
Kepler-950,Kepler-950 b,1,
Kepler-951,Kepler-951 b,1,
Kepler-952,Kepler-952 b,1,
Kepler-953,Kepler-953 b,2,
Kepler-953,Kepler-953 c,2,
Kepler-954,Kepler-954 b,1,
Kepler-955,Kepler-955 b,1,
Kepler-956,Kepler-956 b,1,
Kepler-957,Kepler-957 b,1,
Kepler-958,Kepler-958 b,1,
Kepler-959,Kepler-959 b,1,
Kepler-96,Kepler-96 b,1,
Kepler-960,Kepler-960 b,1,
Kepler-961,Kepler-961 b,1,
Kepler-962,Kepler-962 b,1,
Kepler-963,Kepler-963 b,1,
Kepler-964,Kepler-964 b,1,
Kepler-965,Kepler-965 b,1,
Kepler-966,Kepler-966 b,1,
Kepler-967,Kepler-967 b,2,
Kepler-967,Kepler-967 c,2,
Kepler-968,Kepler-968 b,2,
Kepler-968,Kepler-968 c,2,
Kepler-969,Kepler-969 b,2,
Kepler-969,Kepler-969 c,2,
Kepler-97,Kepler-97 b,2,
Kepler-97,Kepler-97 c,2,
Kepler-970,Kepler-970 b,1,
Kepler-971,Kepler-971 b,1,
Kepler-972,Kepler-972 b,1,
Kepler-973,Kepler-973 b,1,
Kepler-974,Kepler-974 b,1,
Kepler-975,Kepler-975 b,1,
Kepler-976,Kepler-976 b,1,
Kepler-977,Kepler-977 b,1,
Kepler-978,Kepler-978 b,1,
Kepler-979,Kepler-979 b,1,
Kepler-98,Kepler-98 b,1,
Kepler-980,Kepler-980 b,1,
Kepler-981,Kepler-981 b,1,
Kepler-982,Kepler-982 b,1,
Kepler-983,Kepler-983 b,1,
Kepler-984,Kepler-984 b,1,
Kepler-985,Kepler-985 b,1,
Kepler-986,Kepler-986 b,1,
Kepler-987,Kepler-987 b,1,
Kepler-988,Kepler-988 b,1,
Kepler-989,Kepler-989 b,1,
Kepler-99,Kepler-99 b,1,
Kepler-990,Kepler-990 b,2,
Kepler-990,Kepler-990 c,2,
Kepler-991,Kepler-991 b,1,
Kepler-992,Kepler-992 b,1,
Kepler-993,Kepler-993 b,1,
Kepler-994,Kepler-994 b,1,
Kepler-995,Kepler-995 b,1,
Kepler-996,Kepler-996 b,1,
Kepler-997,Kepler-997 b,1,
Kepler-998,Kepler-998 b,1,
Kepler-999,Kepler-999 b,1,
L 98-59,L 98-59 b,3,Pictor
L 98-59,L 98-59 c,3,Pictor
L 98-59,L 98-59 d,3,Pictor
LHS 1140,LHS 1140 b,2,Cetus
LHS 1140,LHS 1140 c,2,Cetus
LHS 3844,LHS 3844 b,1,Indus
